ensembl_gene_id,Comp 1,Comp 2,VIP_SCORE,combo_Y_proliferation.1 comps,combo_Y_proliferation.2 comps
ENSG00000139289,1.448214069390333,1.4108053815845765,1.377263889631688,7.793642042813473e-4,0.0010409489973361484
ENSG00000099260,1.4483000565356687,1.40956484883214,1.3772564580142577,-7.794104787269004e-4,-0.0010316547253326706
ENSG00000180573,1.4476055110995318,1.4063698660766426,1.3764262988718121,-7.79036705358299e-4,-0.0010120054670283351
ENSG00000012822,1.447107684112272,1.40464411306716,1.3758692806019008,-7.787687970828608e-4,-0.0010014021968237075
ENSG00000158125,1.4464974074321175,1.397915048462454,1.3748756725820712,7.784403733993232e-4,9.358891840490472e-4
ENSG00000169155,1.4463973826007932,1.39718395674346,1.3747378647616042,-7.783865444974219e-4,-9.264387956622732e-4
ENSG00000171793,1.445858440164931,1.4021925256321726,1.374598074218801,7.780965097217924e-4,9.89632108504631e-4
ENSG00000179912,1.4454191950526125,1.3949610336025475,1.373722051379591,-7.778601275979874e-4,-9.02985216822421e-4
ENSG00000197142,1.444908796971258,1.3954171041344257,1.373300872692019,-7.775854541205305e-4,-9.202071027579338e-4
ENSG00000114796,1.4433178301705554,1.4023303088410113,1.3723579311797642,-7.767292667647553e-4,-0.0010100150346928484
ENSG00000278550,1.4432433931944386,1.3957939692912318,1.3718517310776357,-7.766892081049988e-4,-9.472828914347171e-4
ENSG00000156804,1.4417862709201859,1.4102638728749817,1.3715363208190774,-7.759050499022742e-4,-0.0010726340628375425
ENSG00000104450,1.4410054327543398,1.4177247444585546,1.3713475484524422,7.754848376362427e-4,0.0011163718345070495
ENSG00000090238,1.4424466143569588,1.3956045603891742,1.3711335142999923,-7.762604172806408e-4,-9.537452970385943e-4
ENSG00000138639,1.442340837263305,1.3967930146949616,1.371119916087553,-7.762034927677742e-4,-9.678894330616837e-4
ENSG00000183696,1.4411576130051966,1.3971704939428362,1.3700977315435343,7.75566734258174e-4,9.821340662989199e-4
ENSG00000166046,1.44138199786699,1.392652518863013,1.3699920636535472,-7.756874881805122e-4,-9.279780694522428e-4
ENSG00000160445,1.4408099072367733,1.394284970413117,1.3695955053881188,-7.753796145254916e-4,-9.557041055008942e-4
ENSG00000107968,1.4394466591548654,1.4074936010759753,1.3692782495257145,-7.746459752251625e-4,-0.0010680467235250277
ENSG00000100065,1.4399267535209892,1.3986607755736082,1.3691083308770216,7.749043405949945e-4,0.001004629315123794
ENSG00000164379,1.4393258189544584,1.399495649562714,1.3686325089092222,-7.745809444202381e-4,-0.0010153551818125443
ENSG00000157193,1.4397935052060373,1.3930177996248265,1.368610237840792,7.748326322963739e-4,9.517597212648637e-4
ENSG00000160072,1.43959540320585,1.3904136453555243,1.3682594223093323,7.747260226376184e-4,9.189147388990905e-4
ENSG00000011465,1.4368043084489406,1.4138643855592723,1.3673678878941598,-7.732239799560361e-4,-0.0011144728471777583
ENSG00000109906,1.4383168943802762,1.393158681993846,1.3673123550972357,-7.740379862246527e-4,-9.67899024148215e-4
ENSG00000196139,1.4379633026883705,1.3909419760352941,1.3668499698564849,-7.738476989505354e-4,-9.46928204411089e-4
ENSG00000078114,1.4377312321102085,1.3889485881986472,1.3665102208250242,-7.737228089185235e-4,-9.229798278128999e-4
ENSG00000170899,1.4354455826489325,1.3993095657279626,1.3651844615024575,-7.72492774346077e-4,-0.0010381811722601404
ENSG00000121691,1.4364877004694603,1.385514834039602,1.3651779122887138,-7.730535956660252e-4,-8.768904538776386e-4
ENSG00000125730,1.4337439270164722,1.4049171872481885,1.3640555720628909,-7.715770191991107e-4,-0.0010810283705161722
ENSG00000141441,1.4342445962245176,1.3974320966613136,1.3639946549276694,-7.718464570309781e-4,-0.0010325266050460774
ENSG00000119138,1.43330455007803,1.3846700860153145,1.362302687721016,-7.71340566132367e-4,-9.201073152583265e-4
ENSG00000167553,1.432982312003715,1.3854390213066532,1.3620691784372787,7.711671519764865e-4,9.350688702557531e-4
ENSG00000110042,1.4311144751357099,1.395264155818511,1.3610772502147055,-7.701619655022432e-4,-0.001036228267649248
ENSG00000131669,1.431603192983697,1.381753405560717,1.360599856879343,-7.704249716453023e-4,-8.969431706296183e-4
ENSG00000135723,1.4312152872685366,1.38359966766459,1.3603807761282203,7.7021621809469e-4,9.32194848186217e-4
ENSG00000167703,1.427802260686609,1.3988348861228697,1.3583851850963897,-7.683794794505647e-4,-0.001075101556951169
ENSG00000244405,1.4284708726266007,1.3886501169935892,1.358291109236294,7.687392965684884e-4,0.0010054670370595712
ENSG00000150907,1.4287295297325966,1.378692459415103,1.3578493629695694,-7.688784942836999e-4,-8.890834633540059e-4
ENSG00000184602,1.4272723932414044,1.3773030868413816,1.3564656430153852,-7.680943284300527e-4,-8.885457109607612e-4
ENSG00000102854,1.4272328013587998,1.3767933502707674,1.3563962524803694,-7.680730218451119e-4,-8.771034362313081e-4
ENSG00000100271,1.4272414868352101,1.3761094780865124,1.3563578761606125,-7.680776959810386e-4,-8.524581019320094e-4
ENSG00000078124,1.4264949490882242,1.3788463254657106,1.3558812578394508,7.67675942670224e-4,9.265707589309643e-4
ENSG00000151726,1.4242521427552446,1.4079945195398667,1.3558589574615676,-7.66468964358105e-4,-0.0011352726051438223
ENSG00000187840,1.4261720589113436,1.382471731318002,1.3558395859790133,7.675021775818343e-4,9.703135821748976e-4
ENSG00000178814,1.4256169751727328,1.3857731237814914,1.3555705069740152,-7.672034562771628e-4,-0.0010026647114410746
ENSG00000189362,1.4256677094424044,1.3841215155077258,1.355504172433422,7.672307591977379e-4,9.890009864861442e-4
ENSG00000184678,1.425798640978539,1.377816862194458,1.3551954096614671,-7.673012207093554e-4,-9.211546225952293e-4
ENSG00000215018,1.425821105802617,1.3749153442859676,1.3550198505129656,-7.673133102754714e-4,-8.595904091268942e-4
ENSG00000073737,1.4242526376750864,1.3848701244203534,1.3543017126844739,-7.664692307018844e-4,-0.0010049545343782215
ENSG00000109819,1.4231089297434827,1.3732607454122892,1.3525070683343254,-7.658537381163028e-4,-8.854095158538636e-4
ENSG00000167740,1.4228831922115612,1.3731323245722749,1.3522985525923656,-7.657322562472473e-4,-8.872214476914108e-4
ENSG00000154839,1.4216326838555682,1.3791061655794077,1.351593772219138,7.650592884378501e-4,9.767220237169247e-4
ENSG00000116745,1.4205546854624296,1.387077582169924,1.3511762887457381,7.644791577944302e-4,0.0010421837928296191
ENSG00000188229,1.4206569364123318,1.372318130056712,1.350272608623199,7.645341846940384e-4,9.099330536845157e-4
ENSG00000213462,1.4202331783179454,1.3709677643090603,1.3498064564939913,-7.643061369923763e-4,-8.935151511882495e-4
ENSG00000135218,1.4179557197084725,1.3988496745346959,1.3496681772458572,-7.630805103709592e-4,-0.0011168664017513113
ENSG00000109323,1.420185916524652,1.369223376688663,1.3496471077551089,-7.642807028036733e-4,-8.434187017669083e-4
ENSG00000108947,1.4186697909775787,1.3752607261419973,1.348711431242934,-7.634647916717765e-4,-9.657898916341661e-4
ENSG00000239282,1.4188926467430667,1.3688125458941132,1.3484743889103898,-7.635847227026994e-4,-8.736894379808712e-4
ENSG00000083223,1.418173334703891,1.3671317430303909,1.3477242984384563,-7.631976210532325e-4,-8.267251665547817e-4
ENSG00000131470,1.416339064296156,1.37127791714688,1.3463795489423556,7.622104985504362e-4,9.469062399189707e-4
ENSG00000165891,1.4162468633491265,1.3688120059629596,1.3461318090725316,7.621608801140225e-4,9.181524256484374e-4
ENSG00000165046,1.4158074817969202,1.372685794781011,1.3460037285392492,7.619244245643568e-4,9.657152624742343e-4
ENSG00000180638,1.4128199148829061,1.4003050018113552,1.3452190323386595,-7.603166493328554e-4,-0.0011419916040455208
ENSG00000131462,1.4140122217306401,1.3713777594668917,1.3443261171693186,7.609582956869986e-4,9.684682612977415e-4
ENSG00000187837,1.4140706654837656,1.3632397293883463,1.3438296764831759,-7.609897475076324e-4,-8.330185546005558e-4
ENSG00000070759,1.4128810435534516,1.362436316142716,1.3427222813907924,-7.603495460562648e-4,-8.517505329907559e-4
ENSG00000167107,1.4123591567166844,1.3618820442729558,1.342222873002685,-7.600686898431821e-4,-8.493180736702058e-4
ENSG00000204103,1.4103830012576715,1.375563576504475,1.3413948117625076,-7.590052111355777e-4,-0.0010245959796492086
ENSG00000123416,1.4113637243063275,1.36080041885443,1.341268670220923,7.595329925282539e-4,8.42967878156686e-4
ENSG00000113356,1.4098680304964368,1.3675311028489534,1.3403977874386745,7.587280768458059e-4,9.671879817231336e-4
ENSG00000116285,1.4073739970821848,1.3945161061591238,1.3400073390021463,-7.573858993263127e-4,-0.001135910615990675
ENSG00000170779,1.408837012988515,1.365383197861588,1.339340252371987,7.581732292188942e-4,9.557958877653193e-4
ENSG00000138166,1.406936429262405,1.3843585619707057,1.338935699342196,7.571504198465246e-4,0.0010907358771392094
ENSG00000095321,1.4088329619156552,1.3581299013040165,1.3388480761073298,-7.581710491122079e-4,-8.21836637566523e-4
ENSG00000158445,1.4074094442591203,1.3627614732293973,1.3378996988450116,-7.574049754155665e-4,-9.423118683797443e-4
ENSG00000164463,1.4069027537597198,1.3564846260468644,1.3370282665611504,-7.571322971933142e-4,-8.39522530522231e-4
ENSG00000144959,1.4055143058336383,1.36964746388904,1.3366856144210788,7.563850964610688e-4,0.0010132649815674326
ENSG00000137747,1.405401241468958,1.3695817280251679,1.33658108061398,-7.563242502640361e-4,-0.0010134855852500866
ENSG00000178363,1.406076584533954,1.355537047025019,1.336232956785065,-7.566876897731476e-4,-8.286899007491578e-4
ENSG00000228695,1.4038570148580105,1.3533206800058073,1.334118480847692,7.554932163932093e-4,8.145330723698144e-4
ENSG00000149948,1.4029361060644296,1.361159682936566,1.3338311630176072,7.549976243641751e-4,9.65565118323014e-4
ENSG00000248098,1.4018572993735625,1.3750511327858075,1.33381174339975,-7.544170587309777e-4,-0.0010645261681421132
ENSG00000227739,1.4033012110039493,1.35581953642165,1.3337947046102014,7.551941075545283e-4,9.028738111630558e-4
ENSG00000185909,1.4029570706396206,1.3524691498207515,1.3332643215656357,-7.550089065632695e-4,-8.057178589664241e-4
ENSG00000117984,1.4025138678276803,1.3543311804706395,1.3329973436432832,-7.547703945820893e-4,-8.908026986451018e-4
ENSG00000119711,1.401723993968716,1.3523695986282518,1.332165865060204,-7.543453197091229e-4,-8.661483526654667e-4
ENSG00000165272,1.4009177622145395,1.3524800827942614,1.3314594798932065,-7.539114417467131e-4,-8.843138377635046e-4
ENSG00000115738,1.400867429012719,1.3509196103757644,1.33130980048433,-7.538843546629631e-4,-8.471373065325659e-4
ENSG00000132274,1.4003545800159853,1.3573993764348546,1.331292214095941,-7.536083622121895e-4,-9.523120301071501e-4
ENSG00000175592,1.4006295018023505,1.35214008038288,1.3311813548247602,7.537563128527741e-4,8.829917725841567e-4
ENSG00000273722,1.3999268596312258,1.3502626353630773,1.3304327776278186,-7.533781821826146e-4,-8.549152889725945e-4
ENSG00000134317,1.3985974099478775,1.3667798120773795,1.330368313499488,-7.526627316725729e-4,-0.0010331073033621712
ENSG00000115008,1.3988838154748702,1.3616643677455356,1.3302773117877875,7.528168623500497e-4,9.978532937227253e-4
ENSG00000142627,1.3988600233008641,1.3603978664905256,1.3301709336714866,7.528040584634184e-4,9.88690497578006e-4
ENSG00000235098,1.3979734233572212,1.3654016998608585,1.3297230125377772,-7.523269299268311e-4,-0.001027939579325906
ENSG00000133657,1.399082531643178,1.349004390834735,1.3296004635639695,7.529238025266882e-4,8.379044159543143e-4
ENSG00000138772,1.3962332023772954,1.384826696509586,1.3294907303832828,7.513904206303398e-4,0.0011326760149096996
ENSG00000104081,1.398428434736892,1.3487648469547657,1.3290051984369868,-7.525717967523588e-4,-8.523828060915928e-4
ENSG00000185630,1.3982345943438286,1.3479349524710904,1.3287776720380196,-7.524674805004382e-4,-8.19408865403116e-4
ENSG00000007255,1.397806723645834,1.3498228429401666,1.3285260109212003,-7.52237219578986e-4,-8.884431871638014e-4
ENSG00000188487,1.3974143500072236,1.3482344046385861,1.3280716093845024,7.52026061591296e-4,8.640412957894628e-4
ENSG00000100307,1.397411277205359,1.3471917260274455,1.3279986528635555,-7.520244079464168e-4,-8.243546938941516e-4
ENSG00000105429,1.3973870495130414,1.3470887493675165,1.3279702653548986,-7.520113696832595e-4,-8.132365553009885e-4
ENSG00000138134,1.3957583493389403,1.366338036813648,1.327824886372515,7.511348759092863e-4,0.001044742455427371
ENSG00000163683,1.39561260740534,1.368026913243248,1.3278096127390338,-7.510564441024758e-4,-0.0010548956195097917
ENSG00000170873,1.397092005184241,1.3474760176478078,1.3277351235914019,-7.51852589988045e-4,-8.515725585483938e-4
ENSG00000105426,1.3962695824060385,1.346756879851005,1.3269585189082702,-7.5140999873882e-4,-8.533353047275448e-4
ENSG00000104823,1.3960988307075,1.34584379344473,1.3267458310569211,-7.513181077922577e-4,-8.05688760551289e-4
ENSG00000282853,1.3960988307075,1.34584379344473,1.3267458310569211,-7.513181077922577e-4,-8.05688760551289e-4
ENSG00000144136,1.395979559809441,1.34611041701267,1.3266581901351449,7.512539215158471e-4,8.40422075899247e-4
ENSG00000196549,1.3945733517082428,1.3597417310578805,1.3263313703960766,-7.504971630496724e-4,-0.0010104566927005758
ENSG00000104626,1.3950477935706231,1.3468354180717261,1.3258820527964863,7.507524864941598e-4,8.810169787245279e-4
ENSG00000163435,1.3946945236419788,1.3447004733652494,1.3254254599626947,-7.505623723786753e-4,-8.314994846901872e-4
ENSG00000143590,1.39307500827199,1.348687626245171,1.3242601400527174,-7.496908214565219e-4,-9.306395040673512e-4
ENSG00000120437,1.391755493536184,1.3616311894448292,1.3239637499308203,7.489807174920286e-4,0.0010371935251301848
ENSG00000035664,1.3889211504628676,1.3934725803092156,1.3235991268325862,-7.47455400495954e-4,-0.0011884738006935358
ENSG00000162302,1.391887269824831,1.3420250709162351,1.3227597347525262,7.490516336117619e-4,7.805699386850226e-4
ENSG00000119326,1.3903462217887237,1.3559463966840088,1.3223330649116054,7.482223103081113e-4,0.0010095474858654802
ENSG00000123374,1.3908417719295743,1.3407741771714328,1.3217498025296437,7.484889932863869e-4,8.071558958710828e-4
ENSG00000159388,1.3901394413502914,1.3442694744170023,1.3213634146417947,-7.481110303010558e-4,-9.103449121025735e-4
ENSG00000092853,1.3902745703162658,1.3421797407515552,1.3213422895321636,7.481837506821569e-4,8.771330051107708e-4
ENSG00000103145,1.3901525845447513,1.3402705988947397,1.3211056831048469,-7.481181033819687e-4,-7.843069054724963e-4
ENSG00000111907,1.3900195269964608,1.3402778852156112,1.3209883664327373,-7.480464977454548e-4,-7.768628914054795e-4
ENSG00000158373,1.389460734045719,1.3403815713392964,1.3205006025589965,-7.477457803082903e-4,-8.545702007468875e-4
ENSG00000141401,1.3874826517199397,1.3641020937865347,1.3203470719726056,-7.466812646469536e-4,-0.0010700622842127064
ENSG00000105523,1.3891030289216197,1.340082841545214,1.3201637721785415,-7.47553279368475e-4,-8.555669047819095e-4
ENSG00000226792,1.3857336267956806,1.3769508980140994,1.3196640158497053,7.457400174603843e-4,0.0011347305223272672
ENSG00000131876,1.3882016740814516,1.343036756260941,1.31956470262123,7.470682104048249e-4,9.168893880226056e-4
ENSG00000183684,1.3871818554720887,1.3427131126532432,1.3186399670366127,7.465193895255111e-4,9.237678015703841e-4
ENSG00000070731,1.38649234213115,1.3367440925276712,1.317627401245752,-7.461483242060529e-4,-8.237429253878716e-4
ENSG00000233369,1.385586098442592,1.3369669776907922,1.3168400382115697,-7.456606242823012e-4,-8.601415234438662e-4
ENSG00000042832,1.3849758692506668,1.3434287884795402,1.316735023133024,-7.453322261548102e-4,-9.504916366452013e-4
ENSG00000157216,1.38549060322534,1.335943479129509,1.3166865440298445,-7.456092330166179e-4,-8.318327558565927e-4
ENSG00000150593,1.385298393724345,1.3369452912256785,1.3165838472362001,-7.455057944380511e-4,-8.65558251619704e-4
ENSG00000011198,1.3849225650661001,1.3377557905911943,1.3163056893195633,-7.453035402206876e-4,-8.863593381022946e-4
ENSG00000184992,1.383554201274988,1.347562366789149,1.3157547381942323,7.445671478738873e-4,9.92715407918488e-4
ENSG00000095585,1.3841656172876367,1.3349276223461535,1.315444988926721,-7.448961846953454e-4,-8.410680209272225e-4
ENSG00000146233,1.3838927019145852,1.3368237876689444,1.315331080715779,-7.447493138168957e-4,-8.866803674063534e-4
ENSG00000151632,1.3837687572804032,1.3355099372530872,1.315132839378026,-7.446826123442089e-4,-8.654514364510509e-4
ENSG00000123136,1.3834268685727555,1.3398119099364265,1.3151199206921476,7.444986230941246e-4,9.291077693923923e-4
ENSG00000113369,1.3833282583241628,1.3369593105456923,1.3148404583928024,-7.444455554575417e-4,-8.963032466076431e-4
ENSG00000108175,1.3832421827864934,1.3335441452502388,1.3145341991531185,-7.443992334431783e-4,-7.850218786315782e-4
ENSG00000050426,1.3828019019417614,1.335956877066357,1.3143069040993096,-7.441622939343947e-4,-8.888332244317272e-4
ENSG00000101255,1.380172095873439,1.3485852872523523,1.3128291694182177,7.427470496295832e-4,0.0010183519293199914
ENSG00000185100,1.3775814731535558,1.3592374483641665,1.3112530050183113,-7.413528920548506e-4,-0.001086084446908604
ENSG00000051180,1.3797390633943516,1.3305445736869626,1.3112305269174414,7.425140108678247e-4,8.343604413343008e-4
ENSG00000239521,1.379222630079508,1.3341799260733131,1.311018164396321,-7.422360894969484e-4,-9.089411121464639e-4
ENSG00000174483,1.378997866315314,1.329411421836496,1.3104979500393694,-7.421151316662416e-4,-8.107061934293357e-4
ENSG00000138061,1.3781615946096555,1.3326640052718102,1.3099766229051983,-7.416650875420896e-4,-9.022119418276664e-4
ENSG00000087086,1.3780277224832236,1.3315134355558267,1.309780590645604,-7.415930435359599e-4,-8.882675623118932e-4
ENSG00000175426,1.3768829225608712,1.342629846949534,1.3095158120108306,-7.409769632896736e-4,-9.985440149107715e-4
ENSG00000117877,1.3775015189940572,1.332619862509544,1.3093892267236014,7.41309864293131e-4,9.090560757611219e-4
ENSG00000166130,1.3776634643546617,1.3281954050123694,1.3092345751218604,7.413970160614865e-4,7.795819607633697e-4
ENSG00000175305,1.3766418551833577,1.3302961429261388,1.3084715630220018,7.408472315816167e-4,8.891360943062498e-4
ENSG00000166165,1.376346128643098,1.326882753940629,1.3079798010654358,-7.406880847506296e-4,-7.822279924726736e-4
ENSG00000186832,1.3761148314764247,1.3265883565591272,1.307755182542455,-7.405636109341773e-4,-8.025400285807383e-4
ENSG00000136527,1.3760045326472832,1.3268193266397679,1.3076730837226127,7.405042530249953e-4,8.271374664879721e-4
ENSG00000137699,1.3759391354471768,1.3264157995732186,1.3075879998639282,-7.404690591694042e-4,-8.016385435694425e-4
ENSG00000130164,1.3750698632625,1.3256461916014948,1.3067665155805406,7.40001255659665e-4,7.820597747680032e-4
ENSG00000171241,1.374365159016927,1.324899131801481,1.3060922565565094,7.396220152730308e-4,8.008969557557787e-4
ENSG00000196743,1.3725363737160665,1.3443504952080534,1.3057833367537481,-7.386378446100524e-4,-0.0010315850614480717
ENSG00000168404,1.3735393120501656,1.3276645943313894,1.305547346391738,7.391775812782836e-4,8.922423471129664e-4
ENSG00000196517,1.373727955816609,1.324805821364799,1.3055217993398518,-7.392791009375897e-4,-8.328249548253234e-4
ENSG00000157168,1.3729861013269287,1.3272359700825465,1.3050286679796286,7.388798679469272e-4,8.933129484308708e-4
ENSG00000196562,1.37196350788408,1.3299503026988044,1.3043061167865728,-7.383295537760225e-4,-9.336790918060436e-4
ENSG00000270276,1.370599469140801,1.3380944140092066,1.303647009664462,-7.375954889770165e-4,-0.0010042469378313066
ENSG00000047346,1.3716402703281825,1.3225145277280668,1.3035190448759029,-7.381556017437432e-4,-7.686409229299255e-4
ENSG00000082074,1.3713949133272272,1.3255002959396278,1.3035029332704762,-7.380235615517191e-4,-8.895989037380654e-4
ENSG00000213551,1.370813092447963,1.332621849383289,1.3034675114979322,7.377104515107477e-4,9.650543573905031e-4
ENSG00000167676,1.3712245107447973,1.3231929492330867,1.3031966357182985,-7.379318584838716e-4,-8.531117883059613e-4
ENSG00000114423,1.3705337534246422,1.321350946484656,1.3024609686472495,-7.375601237102956e-4,-7.735472780984315e-4
ENSG00000171587,1.36822478752949,1.3454456873893952,1.3020396856333467,7.363175412733319e-4,0.0010566096120758523
ENSG00000163577,1.369075416022617,1.330581601828516,1.3017915613946816,7.367753115800133e-4,9.611050666069032e-4
ENSG00000137968,1.3697935747117136,1.3207755403000672,1.3017668637378796,-7.37161792547921e-4,-8.209242020514695e-4
ENSG00000121064,1.3696253082926242,1.3206764667682727,1.3016112090639385,-7.370712390678847e-4,-8.236622825598674e-4
ENSG00000181218,1.3692515200245912,1.3214166876661901,1.301330123653572,-7.368700828975073e-4,-8.546513256478328e-4
ENSG00000284841,1.3692515200245912,1.3214166876661901,1.301330123653572,-7.368700828975073e-4,-8.546513256478328e-4
ENSG00000161547,1.3690791699746174,1.31980526475726,1.3010689799788162,7.367773317895083e-4,7.982846127023994e-4
ENSG00000256618,1.3688399600955032,1.3197399571546315,1.300852787361852,-7.36648599704223e-4,-8.141792987472415e-4
ENSG00000081181,1.3683443826385209,1.3214940064458793,1.3005321638499203,7.363819020256239e-4,8.717566851418098e-4
ENSG00000250644,1.3682425886636562,1.3207404296426177,1.3003912750335904,-7.363271210495943e-4,-8.60033804204922e-4
ENSG00000162496,1.3678347298388156,1.3237331867080648,1.3002317571256734,-7.361076296255021e-4,-9.080583016488596e-4
ENSG00000160179,1.367785163930871,1.3231239627195308,1.3001468341390767,-7.360809554650853e-4,-9.014990963919448e-4
ENSG00000102900,1.367750531719921,1.3217160136605899,1.300021330320733,7.360623179541676e-4,8.835632088986299e-4
ENSG00000177191,1.367660160357969,1.3193191679467295,1.299779862663514,-7.360136841188207e-4,-8.403074057096961e-4
ENSG00000108342,1.3672121250531573,1.3180033828558169,1.2992945451848747,7.35772571505565e-4,7.868167354301752e-4
ENSG00000040275,1.3664926762527445,1.3204804136495434,1.2988244095659272,7.353853962573016e-4,8.82463014629689e-4
ENSG00000094804,1.3657343514414326,1.3195131111174885,1.2980878397884887,7.349772996743124e-4,8.785447275082638e-4
ENSG00000082641,1.365776246133407,1.317193382856647,1.2979686735489642,-7.349998455285231e-4,-7.519117792484029e-4
ENSG00000285816,1.363845516784316,1.3394894934840154,1.2977611188536975,7.339608131267247e-4,0.0010447814676249148
ENSG00000117143,1.3651606924452495,1.317274263521684,1.297429118230395,7.346685819946966e-4,7.332985848760426e-4
ENSG00000179431,1.3614942380786912,1.3508469719207956,1.2964443775436578,7.326954598228277e-4,0.0011064996297472033
ENSG00000137857,1.3639937920398928,1.315023937426185,1.296244374957925,-7.340406082544062e-4,-7.713227672579725e-4
ENSG00000182463,1.3625834153821195,1.3315567813158082,1.2961093144573848,-7.332816064570509e-4,-0.0010063328005630167
ENSG00000162738,1.363508025979251,1.319020990884705,1.2960835293946422,-7.337791906316106e-4,-8.990924266823621e-4
ENSG00000115875,1.3635665431628181,1.314572522555831,1.295835686386571,7.338106819692324e-4,7.740966645314172e-4
ENSG00000138029,1.3628066820110665,1.314075835331963,1.2951294574824046,-7.334017585963579e-4,-7.599592102999191e-4
ENSG00000261716,1.3617557681976797,1.3214036279671872,1.2946925991868046,-7.328362036654607e-4,-9.389556690227234e-4
ENSG00000121895,1.3597290862746252,1.3379137863686141,1.2940103416084212,7.317455338690003e-4,0.0010541629607554066
ENSG00000162924,1.3610929122568267,1.317184923797255,1.293821538601979,-7.324794841694862e-4,-9.033131546763523e-4
ENSG00000109321,1.3605983978969074,1.3226034837335232,1.2937487015384421,7.322133586022997e-4,9.57181779558622e-4
ENSG00000168785,1.3596709178771484,1.3120826162362709,1.2922188259240925,7.317142302324925e-4,8.46773128887736e-4
ENSG00000004799,1.3589025016925578,1.3106910003996097,1.2914447391917914,-7.313007029226022e-4,-7.440958309940149e-4
ENSG00000170835,1.358634357796191,1.3099001878048029,1.2911540579980794,-7.311563998400388e-4,-7.654723266083534e-4
ENSG00000005882,1.358230894952782,1.310492637133797,1.290836745046027,-7.309392741370389e-4,-7.317803029514324e-4
ENSG00000143365,1.3544094541144955,1.3562698142025646,1.2905368868062448,-7.288827451603572e-4,-0.0011495761165904869
ENSG00000183421,1.3576132088037776,1.3088999298018444,1.2901825670693394,-7.306068630079183e-4,-8.065068440887525e-4
ENSG00000079819,1.356952168900091,1.3162003794015604,1.2900890563936778,7.302511208221295e-4,9.308522202522411e-4
ENSG00000143162,1.3569444218332811,1.316105420725335,1.290075800723963,-7.302469516963854e-4,-9.300591677365141e-4
ENSG00000276043,1.356003760473426,1.3072533295880813,1.2886466650034432,7.297407297173859e-4,7.981461222044672e-4
ENSG00000270882,1.3556191943919225,1.3082498657628514,1.2883733027120068,-7.295337734086196e-4,-8.459142601389428e-4
ENSG00000148700,1.3556697568730567,1.3070076036681775,1.288334390050467,-7.295609838802677e-4,-7.660048230506992e-4
ENSG00000102384,1.3555441959708014,1.3067513230169447,1.2882059566732604,7.294934126042089e-4,7.813379959293561e-4
ENSG00000137310,1.3550194833280098,1.309383906133345,1.287918716172388,7.292110356683889e-4,8.749154097060863e-4
ENSG00000154227,1.353431796991263,1.323493948202057,1.287463465488009,-7.283566137119667e-4,-0.0010048532094120274
ENSG00000198805,1.354574039531147,1.3065067444225358,1.287330517251866,7.289713176890987e-4,7.420101426534288e-4
